hex_id,flag_no_transition,primary_type,group_type,total_area,diag_total,offdiag_total,offdiag_ratio,dominant_value_col,dominant_area,dominant_share_of_offdiag,dom_from,dom_to,dom_from_name,dom_to_name,beta_obs,beta_nat_clim,beta_res_clim,share_nat_clim,dominance_clim,beta_nat_co2,beta_res_co2,share_nat_co2,dominance_co2,beta_clim,beta_co2,beta_res,share_abs_clim,share_abs_co2,share_abs_res,P90_trend,VPD90_trend,Tmean_trend,SM90_L1_trend,ET90_trend,SWnet90_trend,VPD_resid_trend
538356,TRUE,,No_transition,98550000,98550000,0,0,VALUE_102,0,,1,2,cropland,forest,0.321806132,0.026217006,0.295589126,0.081468325,RESIDUAL,0.230066615,0.091739517,0.714923031,NATURAL,0.026217006,0.203849609,0.091739517,0.081468325,0.633454707,0.285076969,3.133851341,0.004397685,0.12799569,0.000753842,0.577421629,0.250124038,-0.00446819
538358,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.24241085,0.01693517,0.22547568,0.069861436,RESIDUAL,0.222542556,0.019868294,0.918038761,NATURAL,0.01693517,0.205607386,0.019868294,0.069861436,0.848177325,0.081961239,2.162833314,0.00438986,0.140662383,-5.38E-05,0.487080563,0.319985521,-0.00537101
538365,FALSE,Other,Other,100350000,89820000,10530000,0.104932735,VALUE_109,3780000,0.358974359,1,9,cropland,bare_areas,0.128493783,0.026827506,0.101666277,0.208784466,RESIDUAL,0.233514252,-0.105020469,0.689779327,NATURAL,0.026827506,0.206686746,-0.105020469,0.079245951,0.610533376,0.310220673,2.370303828,0.002857508,0.156941189,0.000284184,1.590229162,0.919445382,-0.007814054
538366,FALSE,Other,Other,100350000,96840000,3510000,0.034977578,VALUE_406,3150000,0.897435897,4,6,grassland,sparse_vegetation,0.203637178,0.026152545,0.177484632,0.128427165,RESIDUAL,0.232718855,-0.029081677,0.88891666,NATURAL,0.026152545,0.20656631,-0.029081677,0.099894928,0.789021732,0.11108334,2.390756033,0.002998499,0.15988141,0.000132797,1.561088852,0.861211453,-0.007915799
538436,FALSE,Other,Other,100260000,99630000,630000,0.006283662,VALUE_910,360000,0.571428571,9,10,bare_areas,water_and_ice,0.068100267,0.00597178,0.062128488,0.087690986,RESIDUAL,0.214847438,-0.146747171,0.594166596,NATURAL,0.00597178,0.208875659,-0.146747171,0.016515123,0.577651473,0.405833404,-0.619085445,0.003265256,0.082758586,-0.000172188,0.684090777,0.512496186,-0.002163733
538437,FALSE,Other,Other,100440000,95220000,5220000,0.051971326,VALUE_910,2070000,0.396551724,9,10,bare_areas,water_and_ice,0.043019672,3.13E-06,0.043016538,7.29E-05,RESIDUAL,0.209802301,-0.166782629,0.557118154,NATURAL,3.13E-06,0.209799166,-0.166782629,8.32E-06,0.557109831,0.442881846,-0.54356411,0.003833677,0.093584192,-0.00067099,0.470414882,0.620265956,-0.002337633
538483,TRUE,,No_transition,98550000,98550000,0,0,VALUE_102,0,,1,2,cropland,forest,0.23706791,0.001331378,0.235736532,0.005616018,RESIDUAL,0.209923409,0.027144501,0.885499049,NATURAL,0.001331378,0.208592031,0.027144501,0.005616018,0.879883031,0.114500951,0.261412966,0.005827308,0.061546815,2.96E-05,0.38543617,0.52705119,0.001958906
538484,TRUE,,No_transition,100260000,100260000,0,0,VALUE_102,0,,1,2,cropland,forest,0.247132143,0.003833697,0.243298446,0.015512742,RESIDUAL,0.2120801,0.035052043,0.858164776,NATURAL,0.003833697,0.208246403,0.035052043,0.015512742,0.842652034,0.141835224,0.370627577,0.004996793,0.049196869,0.000339595,0.325148335,0.430668102,0.001987719
538485,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.710881895,0.003552316,0.707329579,0.004997056,RESIDUAL,0.211923086,0.498958809,0.298112932,RESIDUAL,0.003552316,0.20837077,0.498958809,0.004997056,0.293115877,0.701887068,0.468945083,0.004461077,0.033518166,0.000215066,0.34426891,0.25256569,0.002516757
538486,TRUE,,No_transition,100260000,100260000,0,0,VALUE_102,0,,1,2,cropland,forest,0.450671423,0.002495547,0.448175876,0.005537398,RESIDUAL,0.210969156,0.239702267,0.468121886,RESIDUAL,0.002495547,0.208473609,0.239702267,0.005537398,0.462584488,0.531878114,0.538072988,0.005235444,0.044923692,-9.55E-05,0.480762646,0.304033883,0.002479865
538487,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.557438268,0.002791261,0.554647007,0.0050073,RESIDUAL,0.210662697,0.346775571,0.377912154,RESIDUAL,0.002791261,0.207871436,0.346775571,0.0050073,0.372904854,0.622087846,0.605487795,0.006769254,0.066003505,-0.000258411,0.601973723,0.402294888,0.002515772
538488,FALSE,Bare_to_Sparse,Bare_to_Sparse,100260000,99720000,540000,0.005385996,VALUE_906,540000,1,9,6,bare_areas,sparse_vegetation,0.426252635,0.00234872,0.423903915,0.005510159,RESIDUAL,0.210484402,0.215768233,0.493801996,RESIDUAL,0.00234872,0.208135682,0.215768233,0.005510159,0.488291837,0.506198004,0.689215818,0.005859513,0.046577357,-0.000165537,0.497779475,0.262654699,0.002963358
538490,FALSE,Bare_to_Sparse,Bare_to_Sparse,100350000,95670000,4680000,0.046636771,VALUE_906,2700000,0.576923077,9,6,bare_areas,sparse_vegetation,0.171963564,0.005877683,0.16608588,0.034179818,RESIDUAL,0.218208811,-0.046245248,0.825129371,NATURAL,0.005877683,0.212331128,-0.046245248,0.022225726,0.802903645,0.174870629,0.851955652,-0.005794042,-0.113157197,0.001001166,0.219227602,-0.380953841,0.002707776
538493,FALSE,Bare_to_Sparse,Bare_to_Sparse,100260000,93150000,7110000,0.070915619,VALUE_906,3690000,0.518987342,9,6,bare_areas,sparse_vegetation,0.05367377,0.015166886,0.038506884,0.282575379,RESIDUAL,0.230436373,-0.176762603,0.565906072,NATURAL,0.015166886,0.215269487,-0.176762603,0.037246866,0.528659205,0.434093928,0.751538315,-0.019657655,-0.282245578,0.002552569,-0.109597668,-1.478194039,0.00071411
538554,FALSE,Ag_expansion,Ag_expansion,100350000,95310000,5040000,0.050224215,VALUE_401,1710000,0.339285714,4,1,grassland,cropland,0.070261288,-0.045161244,0.115422532,0.281231674,RESIDUAL,0.168507526,-0.098246238,0.6316969,NATURAL,-0.045161244,0.21366877,-0.098246238,0.12647507,0.598384151,0.275140779,-2.773755462,0.004699755,-0.027931508,-0.002123121,-2.082731529,-0.730131833,0.006794757
538555,FALSE,Ag_expansion,Ag_expansion,98460000,79830000,18630000,0.189213894,VALUE_401,12330000,0.661835749,4,1,grassland,cropland,0.050690927,-0.038458748,0.089149676,0.301380953,RESIDUAL,0.173425971,-0.122735043,0.585580014,NATURAL,-0.038458748,0.211884719,-0.122735043,0.103084866,0.567936005,0.328979128,-2.284320466,0.004598475,0.001650918,-0.002016376,-2.028886824,-0.76134308,0.004511918
538607,TRUE,,No_transition,98460000,98460000,0,0,VALUE_102,0,,1,2,cropland,forest,0.289489186,0.033690792,0.255798395,0.116380139,RESIDUAL,0.241292102,0.048197084,0.833509898,NATURAL,0.033690792,0.207601311,0.048197084,0.116380139,0.717129759,0.166490102,1.598336038,-0.004024622,0.068394292,0.000622406,1.326761868,0.510317365,-0.008402461
538632,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100350000,99270000,1080000,0.010762332,VALUE_904,720000,0.666666667,9,4,bare_areas,grassland,0.463739636,-0.006187693,0.469927328,0.012996214,RESIDUAL,0.192055352,0.271684283,0.414144786,RESIDUAL,-0.006187693,0.198243045,0.271684283,0.012996214,0.416376372,0.570627414,0.420466753,0.039736328,0.299837977,0.000104916,0.982514791,1.216619946,0.01873734
538663,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,98550000,97290000,1260000,0.012785388,VALUE_904,810000,0.642857143,9,4,bare_areas,grassland,0.467687028,0.021818489,0.44586854,0.0466519,RESIDUAL,0.232773221,0.234913807,0.497711519,RESIDUAL,0.021818489,0.210954733,0.234913807,0.0466519,0.451059619,0.502288481,0.520375617,-0.008771805,-0.033206055,0.000761951,0.703287494,-0.214209557,-0.006047987
538664,FALSE,Ag_expansion,Ag_expansion,100260000,78660000,21600000,0.215439856,VALUE_901,14130000,0.654166667,9,1,bare_areas,cropland,0.179105826,0.018474366,0.160631461,0.103147765,RESIDUAL,0.228407814,-0.049301987,0.822469401,NATURAL,0.018474366,0.209933448,-0.049301987,0.066523996,0.755945405,0.177530599,0.547566452,-0.005558569,-0.011632545,0.000514577,0.529621033,-0.185802989,-0.004401645
538665,FALSE,Ag_expansion,Ag_expansion,100350000,99450000,900000,0.00896861,VALUE_901,810000,0.9,9,1,bare_areas,cropland,0.087151198,0.015492197,0.071659,0.177762297,RESIDUAL,0.225194067,-0.138042869,0.619964669,NATURAL,0.015492197,0.20970187,-0.138042869,0.04265039,0.577314279,0.380035331,0.5515842,-0.003877322,-0.000704502,0.000339215,0.400755505,-0.145539312,-0.003501947
538684,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100350000,91800000,8550000,0.085201794,VALUE_904,8010000,0.936842105,9,4,bare_areas,grassland,0.048290794,0.04170438,0.006586413,0.86360934,NATURAL,0.245234542,-0.196943748,0.554605568,NATURAL,0.04170438,0.203530162,-0.196943748,0.094315757,0.460289811,0.445394432,3.479273263,0.002604616,0.060636759,0.002121372,1.469775652,0.314876339,-0.001296838
538685,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,98460000,90720000,7740000,0.078610603,VALUE_904,5490000,0.709302326,9,4,bare_areas,grassland,0.371416951,0.038660175,0.332756777,0.104088343,RESIDUAL,0.242471331,0.12894562,0.652827854,NATURAL,0.038660175,0.203811156,0.12894562,0.104088343,0.548739511,0.347172146,4.067821433,0.002939684,0.063613271,0.001921862,1.199175195,0.276447558,-0.001197856
538688,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100440000,97920000,2520000,0.025089606,VALUE_904,2430000,0.964285714,9,4,bare_areas,grassland,0.019401495,0.02644434,-0.007042844,0.789685383,NATURAL,0.230436887,-0.211035392,0.521973628,NATURAL,0.02644434,0.203992547,-0.211035392,0.05990034,0.462073288,0.478026372,4.682009111,0.004844625,0.09060785,0.000962091,0.267903175,0.071949007,-0.001366353
538689,FALSE,Other,Other,100350000,99540000,810000,0.008071749,VALUE_406,810000,1,4,6,grassland,sparse_vegetation,0.039637749,0.028550516,0.011087234,0.720285991,NATURAL,0.232429342,-0.192791593,0.546608417,NATURAL,0.028550516,0.203878827,-0.192791593,0.06714278,0.479465637,0.453391583,4.772465159,0.004650201,0.100155114,0.000988835,0.411820725,0.14965611,-0.002223589
538690,FALSE,Other,Other,98460000,96660000,1800000,0.018281536,VALUE_406,1440000,0.8,4,6,grassland,sparse_vegetation,0.072254125,0.032158447,0.040095678,0.445074201,RESIDUAL,0.23624362,-0.163989495,0.590265051,NATURAL,0.032158447,0.204085173,-0.163989495,0.080349291,0.50991576,0.409734949,5.002647568,0.00435223,0.112521292,0.000969729,0.818589228,0.346746725,-0.003334749
538691,FALSE,Other,Other,100350000,95040000,5310000,0.052914798,VALUE_406,1620000,0.305084746,4,6,grassland,sparse_vegetation,0.071395913,0.032962274,0.038433639,0.461682931,RESIDUAL,0.237567479,-0.166171566,0.58841839,NATURAL,0.032962274,0.204605204,-0.166171566,0.081642523,0.506775867,0.41158161,5.357946418,0.004506174,0.128131939,0.000708053,1.13183985,0.525001587,-0.004240502
538692,FALSE,Other,Other,100350000,95130000,5220000,0.052017937,VALUE_406,3960000,0.75862069,4,6,grassland,sparse_vegetation,0.043591697,0.030114583,0.013477114,0.690833002,NATURAL,0.236386557,-0.192794859,0.550784698,NATURAL,0.030114583,0.206271974,-0.192794859,0.070167491,0.480617207,0.449215302,5.560195347,0.005108177,0.161737777,0.000120135,1.591704339,1.048161921,-0.005854242
538693,FALSE,Other,Other,100350000,78840000,21510000,0.214349776,VALUE_406,15660000,0.728033473,4,6,grassland,sparse_vegetation,0.042865197,0.032377227,0.01048797,0.755326675,NATURAL,0.237233048,-0.194367851,0.549658373,NATURAL,0.032377227,0.204855821,-0.194367851,0.075016588,0.474641785,0.450341627,4.955094602,0.005824603,0.176213589,0.000213793,1.644417911,1.02342314,-0.006209784
538694,FALSE,Other,Other,100260000,99900000,360000,0.003590664,VALUE_406,360000,1,4,6,grassland,sparse_vegetation,0.050260687,0.0335426,0.016718087,0.667372497,NATURAL,0.235842488,-0.185581801,0.559631929,NATURAL,0.0335426,0.202299888,-0.185581801,0.079593419,0.48003851,0.440368071,4.202399402,0.007580645,0.19502917,0.00031727,1.301565879,0.784703449,-0.005944157
538695,FALSE,Other,Other,100350000,99900000,450000,0.004484305,VALUE_409,270000,0.6,4,9,grassland,bare_areas,0.084256597,0.029406227,0.05485037,0.349008009,RESIDUAL,0.232401968,-0.148145372,0.610704488,NATURAL,0.029406227,0.202995741,-0.148145372,0.077273506,0.533430982,0.389295512,3.587352427,0.006730438,0.179442268,0.000283651,1.058449442,0.614358159,-0.005732688
538696,FALSE,Other,Other,98550000,98370000,180000,0.001826484,VALUE_406,180000,1,4,6,grassland,sparse_vegetation,0.07686481,0.024074742,0.052790068,0.313208888,RESIDUAL,0.229314742,-0.152449933,0.600670406,NATURAL,0.024074742,0.20524,-0.152449933,0.063061732,0.537608674,0.399329594,2.993619248,0.005012392,0.154422733,-5.96E-06,1.179109145,0.550346585,-0.005648155
538697,FALSE,Other,Other,100260000,99990000,270000,0.002692998,VALUE_406,270000,1,4,6,grassland,sparse_vegetation,0.041212945,0.017388946,0.023823999,0.421929225,RESIDUAL,0.223505662,-0.182292716,0.550780076,NATURAL,0.017388946,0.206116716,-0.182292716,0.042851197,0.50792888,0.449219924,2.476444646,0.004380058,0.143947225,-0.00023789,0.732444989,0.41323628,-0.0055776
538698,TRUE,,No_transition,100260000,100260000,0,0,VALUE_102,0,,1,2,cropland,forest,0.039695192,0.018809139,0.020886053,0.473839223,RESIDUAL,0.224726813,-0.185031621,0.548437309,NATURAL,0.018809139,0.205917674,-0.185031621,0.045902993,0.502534315,0.451562691,2.139965808,0.004482751,0.150969754,-0.000296275,0.962876954,0.417137538,-0.005987469
538700,FALSE,Other,Other,100350000,97650000,2700000,0.02690583,VALUE_406,2250000,0.833333333,4,6,grassland,sparse_vegetation,0.048068308,0.02888482,0.019183488,0.600911932,NATURAL,0.23349616,-0.185427852,0.557371154,NATURAL,0.02888482,0.20461134,-0.185427852,0.068950022,0.488421132,0.442628846,2.326733117,0.003593305,0.157157343,0.000113626,1.451048561,0.429345327,-0.007324415
538701,FALSE,Other,Other,98460000,97020000,1440000,0.014625229,VALUE_406,1440000,1,4,6,grassland,sparse_vegetation,0.102113766,0.027109164,0.075004602,0.265480013,RESIDUAL,0.232632525,-0.130518759,0.640593977,NATURAL,0.027109164,0.205523361,-0.130518759,0.074649782,0.565944195,0.359406023,2.53226913,0.002235113,0.127723494,0.000111831,1.340940927,0.280410796,-0.006596591
538702,FALSE,Other,Other,100350000,95490000,4860000,0.048430493,VALUE_406,3150000,0.648148148,4,6,grassland,sparse_vegetation,0.210862443,0.026248865,0.184613578,0.124483358,RESIDUAL,0.232335752,-0.021473309,0.915395814,NATURAL,0.026248865,0.206086887,-0.021473309,0.103419732,0.811976082,0.084604186,2.515174594,0.002196314,0.131408036,7.20E-05,1.402455917,0.421992173,-0.006838744
538703,FALSE,Other,Other,100350000,86040000,14310000,0.142600897,VALUE_106,7920000,0.553459119,1,6,cropland,sparse_vegetation,0.357327804,0.026675965,0.330651839,0.074654042,RESIDUAL,0.233105736,0.124222068,0.652358237,NATURAL,0.026675965,0.206429771,0.124222068,0.074654042,0.577704194,0.347641763,2.40112983,0.002567265,0.145781869,0.00015094,1.545133031,0.69826838,-0.007390829
538711,FALSE,Other,Other,100260000,97650000,2610000,0.026032316,VALUE_609,1530000,0.586206897,6,9,sparse_vegetation,bare_areas,0.105937425,0.037905282,0.068032143,0.357808225,RESIDUAL,0.243319615,-0.13738219,0.639134388,NATURAL,0.037905282,0.205414333,-0.13738219,0.099566857,0.539567531,0.360865612,2.195606482,0.003194396,0.191072289,0.001436817,1.94174851,1.480627363,-0.009713515
538774,FALSE,Bare_to_Sparse,Bare_to_Sparse,100350000,62550000,37800000,0.376681614,VALUE_906,25920000,0.685714286,9,6,bare_areas,sparse_vegetation,0.180820979,-0.01206753,0.192888508,0.058878625,RESIDUAL,0.199634555,-0.018813577,0.91387623,NATURAL,-0.01206753,0.211702085,-0.018813577,0.049745943,0.872698903,0.077555153,-0.851738651,0.003282265,0.059033803,-0.00131876,-0.0680847,0.287540913,-0.000514619
538775,FALSE,Other,Other,100440000,99900000,540000,0.005376344,VALUE_910,450000,0.833333333,9,10,bare_areas,water_and_ice,0.076339722,0.000271872,0.07606785,0.003561347,RESIDUAL,0.210065904,-0.133726182,0.611026002,NATURAL,0.000271872,0.209794032,-0.133726182,0.000790804,0.610235198,0.388973998,-0.639707916,0.002126333,0.049700069,-0.000165408,0.169759074,0.229171101,-0.001014294
538776,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100350000,100170000,180000,0.001793722,VALUE_904,180000,1,9,4,bare_areas,grassland,0.04213423,0.006120911,0.036013319,0.145271699,RESIDUAL,0.2150832,-0.172948969,0.554292187,NATURAL,0.006120911,0.208962288,-0.172948969,0.015774237,0.538517951,0.445707813,-0.579769388,0.003467293,0.094970411,-0.000298675,0.78036144,0.604290139,-0.002813064
538777,FALSE,Bare_to_Sparse,Bare_to_Sparse,100350000,82080000,18270000,0.18206278,VALUE_906,17640000,0.965517241,9,6,bare_areas,sparse_vegetation,0.254543685,-0.016179765,0.27072345,0.056394505,RESIDUAL,0.196624899,0.057918786,0.77246033,NATURAL,-0.016179765,0.212804664,0.057918786,0.056394505,0.7417298,0.201875696,-0.556916308,0.004131849,0.097255469,-0.002237084,0.123427579,0.624697104,-0.002306297
538823,TRUE,,No_transition,98460000,98460000,0,0,VALUE_102,0,,1,2,cropland,forest,0.449002525,0.004336726,0.444665799,0.009658579,RESIDUAL,0.212788511,0.236214015,0.473913839,RESIDUAL,0.004336726,0.208451784,0.236214015,0.009658579,0.46425526,0.526086161,0.360311427,0.003272701,0.01840938,0.000573312,0.153945379,0.195479345,0.002408261
538824,TRUE,,No_transition,100260000,100260000,0,0,VALUE_102,0,,1,2,cropland,forest,0.746926026,0.003759964,0.743166062,0.005033917,RESIDUAL,0.212635549,0.534290478,0.284680867,RESIDUAL,0.003759964,0.208875585,0.534290478,0.005033917,0.27964695,0.715319133,0.483009812,0.003265245,0.016905903,0.000321635,0.323441671,0.202447457,0.002514208
538825,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.871081231,0.00315837,0.86792286,0.003625805,RESIDUAL,0.212073283,0.659007948,0.243459824,RESIDUAL,0.00315837,0.208914913,0.659007948,0.003625805,0.239834019,0.756540176,0.55110665,0.003516853,0.020614644,0.000181601,0.349741934,0.197737858,0.00249194
538826,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.533179868,0.002987209,0.530192659,0.005602629,RESIDUAL,0.210758784,0.322421083,0.395286463,RESIDUAL,0.002987209,0.207771575,0.322421083,0.005602629,0.389683834,0.604713537,0.589902753,0.006799533,0.065261778,-0.000185456,0.555669052,0.389762661,0.002594493
538829,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100440000,93960000,6480000,0.064516129,VALUE_604,4320000,0.666666667,6,4,sparse_vegetation,grassland,0.078954929,0.00554371,0.073411219,0.070213608,RESIDUAL,0.21891762,-0.139962691,0.610001757,NATURAL,0.00554371,0.21337391,-0.139962691,0.01544724,0.594554516,0.389998243,0.798114489,-0.010422565,-0.180381987,0.001154042,-0.113591166,-0.944294238,0.002738675
538830,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100260000,93870000,6390000,0.063734291,VALUE_604,4410000,0.690140845,6,4,sparse_vegetation,grassland,0.231004971,0.011336228,0.219668743,0.049073524,RESIDUAL,0.227862206,0.003142765,0.98639525,NATURAL,0.011336228,0.216525978,0.003142765,0.049073524,0.937321726,0.01360475,0.805486192,-0.018692584,-0.296775867,0.002210737,0.099969317,-1.255490842,0.002848174
538832,FALSE,Bare_to_Sparse,Bare_to_Sparse,100350000,90450000,9900000,0.098654709,VALUE_906,7560000,0.763636364,9,6,bare_areas,sparse_vegetation,0.081126161,0.013650682,0.067475479,0.168264862,RESIDUAL,0.229213275,-0.148087114,0.607508717,NATURAL,0.013650682,0.215562593,-0.148087114,0.036179879,0.571328838,0.392491283,0.784475007,-0.018781605,-0.281789016,0.002437537,-0.030846252,-1.371736515,0.001606747
538833,FALSE,Bare_to_Sparse,Bare_to_Sparse,100440000,91710000,8730000,0.086917563,VALUE_906,6390000,0.731958763,9,6,bare_areas,sparse_vegetation,0.062306354,0.013731537,0.048574817,0.220387427,RESIDUAL,0.230065938,-0.167759583,0.578308644,NATURAL,0.013731537,0.216334401,-0.167759583,0.034516481,0.543792163,0.421691356,0.649050407,-0.021715869,-0.317473755,0.00277837,-0.275918064,-1.626803082,0.001166495
538894,FALSE,Ag_expansion,Ag_expansion,100350000,79470000,20880000,0.208071749,VALUE_601,11880000,0.568965517,6,1,sparse_vegetation,cropland,0.117571007,-0.052611568,0.170182575,0.236144304,RESIDUAL,0.16221392,-0.044642913,0.78418449,NATURAL,-0.052611568,0.214825488,-0.044642913,0.168583611,0.688366795,0.143049594,-2.63880529,0.005814134,0.003960256,-0.002748248,-2.370853446,-0.397633882,0.005729347
538972,FALSE,Urban_expansion,Urban_expansion,100350000,99270000,1080000,0.010762332,VALUE_108,900000,0.833333333,1,8,cropland,urban,0.006799955,0.000929679,0.005870276,0.136718365,RESIDUAL,0.201280644,-0.194480689,0.508590979,NATURAL,0.000929679,0.200350966,-0.194480689,0.002349089,0.50624189,0.491409021,0.440794318,0.029611308,0.23664166,0.000153469,0.959366835,0.801879221,0.013046494
539005,FALSE,Ag_expansion,Ag_expansion,100260000,70110000,30150000,0.300718133,VALUE_901,16830000,0.558208955,9,1,bare_areas,cropland,0.15250952,0.018358434,0.134151085,0.120375662,RESIDUAL,0.22793397,-0.07542445,0.75136853,NATURAL,0.018358434,0.209575535,-0.07542445,0.060517307,0.690851224,0.24863147,0.518004976,-0.004648031,-0.006489597,0.000532251,0.546436905,-0.18164863,-0.003865872
539006,TRUE,,No_transition,100260000,100260000,0,0,VALUE_102,0,,1,2,cropland,forest,0.194894838,0.016199535,0.178695303,0.083119365,RESIDUAL,0.226237151,-0.031342313,0.878319829,NATURAL,0.016199535,0.210037616,-0.031342313,0.062891408,0.815428421,0.121680171,0.525491629,-0.005167768,-0.009276536,0.000358466,0.407293134,-0.20994715,-0.004194766
539019,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100350000,99000000,1350000,0.013452915,VALUE_904,810000,0.6,9,4,bare_areas,grassland,0.532282756,0.036530293,0.495752463,0.068629488,RESIDUAL,0.244797432,0.287485324,0.459901114,RESIDUAL,0.036530293,0.20826714,0.287485324,0.068629488,0.391271626,0.540098886,1.893007247,-0.008957064,-0.03435329,0.001546178,1.097453933,-0.299892404,-0.006189479
539022,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100350000,97110000,3240000,0.032286996,VALUE_904,3240000,1,9,4,bare_areas,grassland,0.30718989,0.041910109,0.265279781,0.136430627,RESIDUAL,0.248427222,0.058762668,0.808708977,NATURAL,0.041910109,0.206517112,0.058762668,0.136430627,0.67227835,0.191291023,2.723178354,-0.006980375,-0.022653538,0.001847063,1.320023309,-0.266844967,-0.005054258
539025,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,98550000,83070000,15480000,0.157077626,VALUE_904,15480000,1,9,4,bare_areas,grassland,0.035937693,0.03875147,-0.002813777,0.932304581,NATURAL,0.242721439,-0.206783746,0.539974726,NATURAL,0.03875147,0.203969969,-0.206783746,0.086209172,0.453765554,0.460025274,4.045858741,0.002636507,0.061078379,0.001960131,1.197353594,0.264990455,-0.001320739
539026,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100350000,97650000,2700000,0.02690583,VALUE_904,2700000,1,9,4,bare_areas,grassland,0.386421526,0.03450111,0.351920416,0.089283612,RESIDUAL,0.238932553,0.147488973,0.618321022,NATURAL,0.03450111,0.204431443,0.147488973,0.089283612,0.52903741,0.381678978,4.544652255,0.003166556,0.068428048,0.001643918,0.920918582,0.25828841,-0.001332197
539027,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100350000,97200000,3150000,0.031390135,VALUE_904,3060000,0.971428571,9,4,bare_areas,grassland,0.198489656,0.029132757,0.169356899,0.146772168,RESIDUAL,0.232958422,-0.034468766,0.871109716,NATURAL,0.029132757,0.203825665,-0.034468766,0.108937155,0.762172561,0.128890284,4.824276352,0.004792008,0.084265935,0.001194598,0.419758662,0.11365467,-0.00093483
539028,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100260000,95850000,4410000,0.043985637,VALUE_904,4410000,1,9,4,bare_areas,grassland,0.113422668,0.028777019,0.084645649,0.253714882,RESIDUAL,0.232596041,-0.119173373,0.661217354,NATURAL,0.028777019,0.203819022,-0.119173373,0.081806484,0.57941087,0.338782646,4.948852563,0.004665436,0.085891033,0.001163982,0.334620667,0.083470944,-0.001194624
539029,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100350000,96750000,3600000,0.035874439,VALUE_904,3600000,1,9,4,bare_areas,grassland,0.113112945,0.029192715,0.083920231,0.258084648,RESIDUAL,0.23286875,-0.119755805,0.660387221,NATURAL,0.029192715,0.203676035,-0.119755805,0.082786959,0.577600262,0.339612779,4.969818385,0.004148581,0.084977722,0.001267544,0.219595756,0.002166352,-0.001682789
539030,FALSE,Bare_or_sparse_to_grass_or_forest,Bare_or_sparse_to_grass_or_forest,100440000,99540000,900000,0.008960573,VALUE_904,630000,0.7,9,4,bare_areas,grassland,0.083764104,0.031060942,0.052703162,0.370814473,RESIDUAL,0.23466673,-0.150902626,0.608623912,NATURAL,0.031060942,0.203605788,-0.150902626,0.080558637,0.528065275,0.391376088,5.121194717,0.004435506,0.100353419,0.000989928,0.533654421,0.121795878,-0.002465902
539031,FALSE,Other,Other,98460000,96750000,1710000,0.017367459,VALUE_406,990000,0.578947368,4,6,grassland,sparse_vegetation,0.070531349,0.0352419,0.035289449,0.499662917,RESIDUAL,0.238579296,-0.168047948,0.586727279,NATURAL,0.0352419,0.203337397,-0.168047948,0.08666881,0.500058469,0.413272721,5.467271719,0.004973806,0.123748751,0.000852558,1.001286109,0.343086556,-0.003537296
539032,FALSE,Other,Other,100350000,97470000,2880000,0.028699552,VALUE_406,2610000,0.90625,4,6,grassland,sparse_vegetation,0.06980698,0.034227084,0.035579895,0.490310346,RESIDUAL,0.23948184,-0.169674861,0.585305923,NATURAL,0.034227084,0.205254756,-0.169674861,0.083652753,0.50165317,0.414694077,5.796954848,0.005508066,0.159535768,0.000305462,1.658362204,0.919770715,-0.005353394
