hex_id,flag_no_transition,primary_type,group_type,total_area,diag_total,offdiag_total,offdiag_ratio,dominant_value_col,dominant_area,dominant_share_of_offdiag,dom_from,dom_to,dom_from_name,dom_to_name,beta_obs,beta_nat_clim,beta_res_clim,share_nat_clim,dominance_clim,beta_nat_co2,beta_res_co2,share_nat_co2,dominance_co2,beta_clim,beta_co2,beta_res,share_abs_clim,share_abs_co2,share_abs_res,P90_trend,VPD90_trend,Tmean_trend,SM90_L1_trend,ET90_trend,SWnet90_trend,VPD_resid_trend
17,FALSE,Urban_expansion,Urban_expansion,100260000,75600000,24660000,0.245960503,VALUE_108,15840000,0.642335766,1,8,cropland,urban,0.434643482,0.007481392,0.42716209,0.01721271,RESIDUAL,0.218638034,0.216005448,0.503028443,NATURAL,0.007481392,0.211156642,0.216005448,0.01721271,0.485815733,0.496971557,0.42419321,0.002467182,0.051503473,-4.06E-05,0.805215522,0.692291477,-0.000587898
23,FALSE,Urban_expansion,Urban_expansion,100260000,82980000,17280000,0.172351885,VALUE_208,7290000,0.421875,2,8,forest,urban,0.191601401,-0.002356019,0.193957421,0.012001314,RESIDUAL,0.211367255,-0.019765854,0.91448281,NATURAL,-0.002356019,0.213723275,-0.019765854,0.009989687,0.906201703,0.08380861,-0.699388496,0.002169475,0.03171788,-0.000197757,0.711583856,0.758397498,0.000594742
46,TRUE,,No_transition,100440000,100440000,0,0,VALUE_102,0,,1,2,cropland,forest,0.07789227,-0.004933803,0.082826073,0.056219349,RESIDUAL,0.209655546,-0.131763277,0.614071434,NATURAL,-0.004933803,0.214589349,-0.131763277,0.014044958,0.610867177,0.375087865,0.047057744,-0.001420464,0.012736946,0.000221899,0.012076306,0.319338938,-0.001811194
47,FALSE,Other,Other,98370000,98280000,90000,0.000914913,VALUE_1009,90000,1,10,9,water_and_ice,bare_areas,0.056334368,-0.000681267,0.057015634,0.011807684,RESIDUAL,0.213061044,-0.156726676,0.576171226,NATURAL,-0.000681267,0.213742311,-0.156726676,0.001835555,0.575891593,0.422272852,1.027075258,-0.000201462,0.006090976,4.70E-05,0.313727515,0.436919605,-5.01E-05
50,TRUE,,No_transition,98550000,98550000,0,0,VALUE_102,0,,1,2,cropland,forest,0.271177958,-0.008477605,0.279655563,0.029422525,RESIDUAL,0.20486579,0.066312168,0.755466232,NATURAL,-0.008477605,0.213343395,0.066312168,0.029422525,0.740433309,0.230144166,-1.873232525,0.000985241,-0.011405491,-0.000310486,0.190569602,-0.098272947,0.002166668
54,TRUE,,No_transition,100260000,100260000,0,0,VALUE_102,0,,1,2,cropland,forest,0.11114698,0.050425631,0.060721349,0.453684218,RESIDUAL,0.262327215,-0.151180235,0.634395378,NATURAL,0.050425631,0.211901584,-0.151180235,0.121946124,0.512449254,0.365604622,3.71112705,-0.003321667,0.022326463,0.001991306,4.372061923,1.535136931,-0.003843455
58,FALSE,Urban_expansion,Urban_expansion,100260000,99180000,1080000,0.010771993,VALUE_308,630000,0.583333333,3,8,shrubland,urban,0.142098118,-0.004584049,0.146682167,0.030304511,RESIDUAL,0.202344273,-0.060246155,0.770569874,NATURAL,-0.004584049,0.206928322,-0.060246155,0.016868095,0.761441878,0.221690027,-13.04175171,0.001769886,0.040591404,-0.000353075,0.553794939,-0.051789054,-0.000835575
59,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.172734376,-0.006094994,0.178829369,0.032959386,RESIDUAL,0.203297295,-0.030562919,0.869311164,NATURAL,-0.006094994,0.209392288,-0.030562919,0.024771341,0.851014498,0.12421416,-8.789426781,0.000861752,0.027417277,-0.000212421,0.274912838,-0.027215362,-0.000767165
70,FALSE,Other,Other,98370000,98190000,180000,0.001829826,VALUE_203,180000,1,2,3,forest,shrubland,0.122403842,0.011461184,0.110942658,0.093634185,RESIDUAL,0.221627216,-0.099223375,0.690748974,NATURAL,0.011461184,0.210166032,-0.099223375,0.035721249,0.655027724,0.309251026,-0.309859834,0.000181112,-0.009067811,0.000523284,0.8962302,-0.168631983,0.00115824
77,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.025325682,-0.026543942,0.051869623,0.338512114,RESIDUAL,0.188179563,-0.162853882,0.536073032,NATURAL,-0.026543942,0.214723505,-0.162853882,0.0656831,0.531334255,0.402982645,-12.41558045,-0.000347517,0.017741066,-0.000343249,0.156609653,0.095306839,-0.00121008
78,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.015319156,-0.021749334,0.03706849,0.369774547,RESIDUAL,0.18927145,-0.173952294,0.521087768,NATURAL,-0.021749334,0.211020784,-0.173952294,0.05347464,0.518832446,0.427692914,-15.47736445,-8.31E-05,0.018110005,-0.000325167,0.087511027,-0.258557672,-0.001138993
80,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.071694852,-0.003696197,0.075391048,0.046735686,RESIDUAL,0.202134014,-0.130439162,0.607788086,NATURAL,-0.003696197,0.20583021,-0.130439162,0.010872268,0.605444284,0.383683448,-14.32163318,0.000823065,0.041071963,-0.000160475,0.208587019,-0.090218863,-0.001835657
81,FALSE,Other,Other,100350000,98280000,2070000,0.020627803,VALUE_1009,1170000,0.565217391,10,9,water_and_ice,bare_areas,0.045593068,-0.006552436,0.052145504,0.111629737,RESIDUAL,0.20403782,-0.158444751,0.562890014,NATURAL,-0.006552436,0.210590255,-0.158444751,0.017445832,0.560695677,0.421858491,-6.400889691,0.000213791,0.022892726,-0.000127682,0.088654778,-0.065886771,-0.001101881
88,TRUE,,No_transition,100260000,100260000,0,0,VALUE_102,0,,1,2,cropland,forest,0.185067717,-0.031572726,0.216640444,0.127200044,RESIDUAL,0.184058928,0.00100879,0.994549077,NATURAL,-0.031572726,0.215631654,0.00100879,0.127200044,0.868735748,0.004064208,-11.62071059,-0.000311472,0.019971926,-0.000922749,0.023996984,-0.152007502,-0.00145367
89,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.02172729,-0.02156659,0.04329388,0.33250746,RESIDUAL,0.190300804,-0.168573515,0.530271447,NATURAL,-0.02156659,0.211867394,-0.168573515,0.053647233,0.527023488,0.419329279,-12.42649925,5.74E-05,0.025018114,-0.000455244,-0.065105769,-0.264674704,-0.001507356
96,FALSE,Urban_expansion,Urban_expansion,100440000,100170000,270000,0.002688172,VALUE_108,270000,1,1,8,cropland,urban,0.093722659,0.000465174,0.093257485,0.004963301,RESIDUAL,0.211662451,-0.117939792,0.642175397,NATURAL,0.000465174,0.211197277,-0.117939792,0.001411319,0.640764078,0.357824603,-0.637388873,-0.000619698,-0.027879595,0.000363461,-0.137944533,-0.442443115,0.001606701
100,TRUE,,No_transition,98550000,98550000,0,0,VALUE_102,0,,1,2,cropland,forest,0.017451765,-0.017348682,0.034800447,0.332674429,RESIDUAL,0.193910116,-0.176458351,0.523560004,NATURAL,-0.017348682,0.211258798,-0.176458351,0.042829289,0.521541888,0.435628823,-9.458231413,0.000732359,0.028514073,-0.000754908,0.020223786,-0.464590442,-0.001182444
107,FALSE,Other,Other,100260000,100170000,90000,0.000897666,VALUE_203,90000,1,2,3,forest,shrubland,0.012539456,-0.012547569,0.025087025,0.333405191,RESIDUAL,0.198568681,-0.186029225,0.516302034,NATURAL,-0.012547569,0.21111625,-0.186029225,0.030626756,0.515303477,0.454069767,-1.131162573,-0.000276799,-0.036402395,-5.99E-05,-1.52380429,-0.813487286,0.002399517
120,TRUE,,No_transition,100440000,100440000,0,0,VALUE_102,0,,1,2,cropland,forest,0.019645901,0.023705625,-0.004059724,0.853784506,NATURAL,0.234019154,-0.214373253,0.52190704,NATURAL,0.023705625,0.210313528,-0.214373253,0.052868034,0.469039006,0.47809296,2.727061741,-0.002144377,0.001786948,0.001320652,1.27144905,0.136699014,-0.00181886
121,TRUE,,No_transition,100440000,100440000,0,0,VALUE_102,0,,1,2,cropland,forest,0.034937004,0.023533064,0.01140394,0.673585638,NATURAL,0.232499203,-0.1975622,0.540618623,NATURAL,0.023533064,0.208966139,-0.1975622,0.054720242,0.485898381,0.459381377,4.326263326,-0.001157867,0.028925304,0.001109419,0.580111049,0.196344403,-0.002792184
185,FALSE,Other,Other,100440000,99720000,720000,0.007168459,VALUE_203,540000,0.75,2,3,forest,shrubland,0.025614044,0.045816929,-0.020202885,0.693987552,NATURAL,0.24618229,-0.220568246,0.527438687,NATURAL,0.045816929,0.200365361,-0.220568246,0.098161492,0.429277196,0.472561313,-1.988280818,0.00426506,0.330622476,0.000418893,2.337457624,1.929959077,-0.018653634
189,FALSE,Other,Other,100350000,95310000,5040000,0.050224215,VALUE_203,1530000,0.303571429,2,3,forest,shrubland,0.043371284,0.056551388,-0.013180104,0.810987777,NATURAL,0.255683225,-0.212311941,0.54633732,NATURAL,0.056551388,0.199131837,-0.212311941,0.120837548,0.425499772,0.45366268,-1.160183729,0.004622297,0.35469989,0.000543761,3.164560733,2.001865737,-0.020026258
192,FALSE,Other,Other,100260000,94680000,5580000,0.055655296,VALUE_203,2970000,0.532258065,2,3,forest,shrubland,0.203203993,0.04672402,0.156479972,0.229936528,RESIDUAL,0.246633712,-0.043429719,0.850275097,NATURAL,0.04672402,0.199909691,-0.043429719,0.161082079,0.689193018,0.149724903,-3.330109053,0.003034751,0.273763061,0.000923953,2.337961033,1.47646538,-0.015932155
228,TRUE,,No_transition,98460000,98460000,0,0,VALUE_102,0,,1,2,cropland,forest,0.557388944,0.053703636,0.503685307,0.096348586,RESIDUAL,0.254751693,0.30263725,0.457044755,RESIDUAL,0.053703636,0.201048057,0.30263725,0.096348586,0.36069617,0.542955245,1.051528232,0.003586268,0.291477057,0.000613347,3.168029861,1.581465877,-0.016628829
284,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.055241816,0.013628319,0.041613497,0.246702947,RESIDUAL,0.219496232,-0.164254416,0.571976186,NATURAL,0.013628319,0.205867913,-0.164254416,0.035513474,0.536462712,0.428023814,-0.174827399,0.001087755,0.112521023,-6.61E-05,-0.085842991,-0.364978576,-0.006933682
353,FALSE,Other,Other,98460000,96840000,1620000,0.016453382,VALUE_302,1350000,0.833333333,3,2,shrubland,forest,0.286208398,-0.021385969,0.307594367,0.065006831,RESIDUAL,0.188804578,0.09740382,0.659675185,NATURAL,-0.021385969,0.210190547,0.09740382,0.065006831,0.63891523,0.29607794,-2.964420029,0.003870562,0.048614944,-0.002276948,-1.16780548,-0.726063135,0.000360506
458,FALSE,Urban_expansion,Urban_expansion,100350000,97920000,2430000,0.024215247,VALUE_308,1260000,0.518518519,3,8,shrubland,urban,0.017231823,-0.010797245,0.028029068,0.278090913,RESIDUAL,0.198774741,-0.181542917,0.522654514,NATURAL,-0.010797245,0.209571986,-0.181542917,0.026864689,0.521437301,0.45169801,-0.674165897,0.001426899,0.04290179,-0.001517805,-1.201111368,-0.851571716,-0.001723657
487,FALSE,Other,Other,100350000,96210000,4140000,0.041255605,VALUE_302,1620000,0.391304348,3,2,shrubland,forest,0.332001141,-0.022602245,0.354603386,0.059920222,RESIDUAL,0.189027256,0.142973885,0.569357247,NATURAL,-0.022602245,0.211629501,0.142973885,0.059920222,0.561045444,0.379034334,-2.591195073,0.002574258,0.004271479,-0.001345779,-1.48536937,-0.606803375,0.002368374
507,FALSE,Urban_expansion,Urban_expansion,100350000,100260000,90000,0.000896861,VALUE_708,90000,1,7,8,wetland,urban,0.040525474,-0.012987597,0.053513072,0.195300253,RESIDUAL,0.197803062,-0.157277588,0.557065168,NATURAL,-0.012987597,0.21079066,-0.157277588,0.034083187,0.553175243,0.412741571,-0.435352388,0.001846564,0.065837659,-0.001967497,-0.905329485,-0.54831254,-0.00284151
509,FALSE,Urban_expansion,Urban_expansion,100350000,98010000,2340000,0.023318386,VALUE_1008,810000,0.346153846,10,8,water_and_ice,urban,0.030391539,-0.01393965,0.044331189,0.239221712,RESIDUAL,0.195630726,-0.165239187,0.542108719,NATURAL,-0.01393965,0.209570376,-0.165239187,0.035857693,0.539088876,0.425053431,-0.841074756,0.001480771,0.042493135,-0.001687041,-1.483908541,-0.968632577,-0.001694864
560,FALSE,Urban_expansion,Urban_expansion,98550000,92340000,6210000,0.063013699,VALUE_408,2340000,0.376811594,4,8,grassland,urban,0.020299521,-0.014007306,0.034306828,0.289921506,RESIDUAL,0.194640279,-0.174340757,0.52750754,NATURAL,-0.014007306,0.208647585,-0.174340757,0.035283275,0.525566428,0.439150298,0.253616211,0.003423338,0.059610703,-0.001639279,-1.755933012,-0.85314581,-0.000951873
563,FALSE,Urban_expansion,Urban_expansion,100260000,95040000,5220000,0.052064632,VALUE_308,2880000,0.551724138,3,8,shrubland,urban,0.040294844,-0.017099072,0.057393915,0.229539347,RESIDUAL,0.191961734,-0.151666891,0.558631384,NATURAL,-0.017099072,0.209060806,-0.151666891,0.045256379,0.553324496,0.401419125,-0.42383295,0.001731635,0.039364398,-0.001468023,-2.225719035,-1.079867968,-0.001267097
564,FALSE,Urban_expansion,Urban_expansion,100350000,95850000,4500000,0.044843049,VALUE_308,1710000,0.38,3,8,shrubland,urban,0.259298752,-0.019043183,0.278341935,0.064035427,RESIDUAL,0.19050784,0.068790911,0.734704039,NATURAL,-0.019043183,0.209551023,0.068790911,0.064035427,0.704645293,0.231319281,-0.919387076,0.001556111,0.034409262,-0.001550162,-2.188109209,-1.08961148,-0.00108424
675,FALSE,Urban_expansion,Urban_expansion,100260000,96030000,4230000,0.042190305,VALUE_708,1440000,0.340425532,7,8,wetland,urban,0.018877932,-0.017031705,0.035909637,0.321708981,RESIDUAL,0.192325938,-0.173448006,0.525805463,NATURAL,-0.017031705,0.209357643,-0.173448006,0.042596584,0.523607014,0.433796403,-1.253907577,0.001791292,0.031879806,-0.001323005,-1.969216141,-1.0530816,-0.000646611
676,FALSE,Urban_expansion,Urban_expansion,100350000,92880000,7470000,0.074439462,VALUE_408,3600000,0.481927711,4,8,grassland,urban,0.120491581,-0.012716253,0.133207834,0.087142934,RESIDUAL,0.197267354,-0.076775772,0.719840546,NATURAL,-0.012716253,0.209983607,-0.076775772,0.042461729,0.701170927,0.256367344,-1.642459259,0.001491682,0.026702773,-0.000971736,-1.28510363,-0.81583371,-0.000455512
677,FALSE,Urban_expansion,Urban_expansion,100350000,95220000,5130000,0.051121076,VALUE_408,1800000,0.350877193,4,8,grassland,urban,0.21244992,-0.008672454,0.221122374,0.037739986,RESIDUAL,0.20336274,0.00908718,0.95722672,NATURAL,-0.008672454,0.212035194,0.00908718,0.037739986,0.92271526,0.039544754,-2.066559223,0.000111597,0.007191645,-0.000241454,-0.494075678,-0.360125871,-0.000192261
685,FALSE,Urban_expansion,Urban_expansion,98460000,96390000,2070000,0.021023766,VALUE_108,540000,0.260869565,1,8,cropland,urban,0.184902476,-0.014075304,0.19897778,0.066064773,RESIDUAL,0.200986467,-0.016083991,0.925904282,NATURAL,-0.014075304,0.215061771,-0.016083991,0.057398428,0.87701181,0.065589762,-5.091226443,2.67E-05,-0.006952557,0.000273216,0.195269106,0.160508329,0.00100358
738,FALSE,Other,Other,100440000,96210000,4230000,0.042114695,VALUE_203,2700000,0.638297872,2,3,forest,shrubland,0.240056891,-0.012504715,0.252561606,0.047175796,RESIDUAL,0.203178895,0.036877997,0.846378096,NATURAL,-0.012504715,0.21568361,0.036877997,0.047175796,0.813696771,0.139127432,-4.456178097,-0.000585533,-0.015593542,0.00046027,0.336459387,0.208616065,0.00104689
791,FALSE,Other,Other,98550000,96570000,1980000,0.020091324,VALUE_203,990000,0.5,2,3,forest,shrubland,0.398698871,-0.012956508,0.411655379,0.030513766,RESIDUAL,0.202758845,0.195940026,0.508551339,NATURAL,-0.012956508,0.215715353,0.195940026,0.030513766,0.508029472,0.461456762,-4.309371781,-0.000488454,-0.016639789,0.000619412,0.208269438,0.219616737,0.001225775
841,FALSE,Urban_expansion,Urban_expansion,98550000,91800000,6750000,0.068493151,VALUE_408,2520000,0.373333333,4,8,grassland,urban,0.048535943,-0.013586459,0.062122402,0.179456653,RESIDUAL,0.195535553,-0.14699961,0.570848118,NATURAL,-0.013586459,0.209122012,-0.14699961,0.036749153,0.565640901,0.397609946,0.475123079,0.001152412,0.029854957,-0.00126926,-2.051675869,-1.09642584,-0.001157543
901,FALSE,Urban_expansion,Urban_expansion,100350000,95760000,4590000,0.04573991,VALUE_108,1260000,0.274509804,1,8,cropland,urban,0.038879931,-0.013775312,0.052655243,0.207364094,RESIDUAL,0.195303606,-0.156423674,0.555269997,NATURAL,-0.013775312,0.209078918,-0.156423674,0.036319838,0.551255202,0.41242496,0.8526886,0.00087305,0.023080929,-0.001097872,-2.272272657,-1.119199673,-0.000951415
960,FALSE,Urban_expansion,Urban_expansion,100350000,100170000,180000,0.001793722,VALUE_108,180000,1,1,8,cropland,urban,0.142786358,-0.013877186,0.156663543,0.081371681,RESIDUAL,0.195187194,-0.052400837,0.788354726,NATURAL,-0.013877186,0.20906438,-0.052400837,0.050399741,0.759288719,0.19031154,1.231246194,0.000414821,0.017020022,-0.000952378,-2.496388528,-1.176716559,-0.000992717
1025,FALSE,Other,Other,100350000,99450000,900000,0.00896861,VALUE_210,810000,0.9,2,10,forest,water_and_ice,0.31023951,-0.000451269,0.310690779,0.001450363,RESIDUAL,0.20978877,0.100450739,0.676215517,NATURAL,-0.000451269,0.210240039,0.100450739,0.001450363,0.675704364,0.322845273,1.170289901,-0.001101062,-0.006116104,0.000291183,-1.098540191,-0.697105059,-0.000588501
1026,FALSE,Other,Other,100350000,100260000,90000,0.000896861,VALUE_104,90000,1,1,4,cropland,grassland,0.363440803,-0.001485872,0.364926674,0.004055188,RESIDUAL,0.209392354,0.154048449,0.576138816,NATURAL,-0.001485872,0.210878226,0.154048449,0.004055188,0.575521302,0.42042351,0.568149032,-0.000491362,-0.004813072,0.000286637,-0.808355009,-0.506381879,1.54E-05
1090,FALSE,Other,Other,100350000,100080000,270000,0.002690583,VALUE_210,180000,0.666666667,2,10,forest,water_and_ice,0.521521012,-0.005877823,0.527398835,0.01102209,RESIDUAL,0.20347735,0.318043662,0.390161365,RESIDUAL,-0.005877823,0.209355173,0.318043662,0.01102209,0.392582667,0.596395243,1.502796435,-0.000206168,-0.000993868,-0.00015396,-1.834509726,-0.97859266,-0.000201093
1127,FALSE,Ag_expansion,Ag_expansion,100440000,99900000,540000,0.005376344,VALUE_301,540000,1,3,1,shrubland,cropland,0.324265451,-0.018213541,0.342478992,0.05049603,RESIDUAL,0.190562454,0.133702997,0.587674244,NATURAL,-0.018213541,0.208775995,0.133702997,0.05049603,0.578819841,0.370684128,-1.052119853,0.006925549,0.029565535,-0.00138415,-1.303968686,-0.756294605,0.00479664
1128,FALSE,Ag_expansion,Ag_expansion,100260000,99990000,270000,0.002692998,VALUE_301,180000,0.666666667,3,1,shrubland,cropland,0.347959108,-0.01963922,0.367598328,0.050716208,RESIDUAL,0.189480102,0.158479006,0.544547039,NATURAL,-0.01963922,0.209119322,0.158479006,0.050716208,0.540028525,0.409255267,-1.240626198,0.007356154,0.0349415,-0.001576142,-1.188811314,-0.688148055,0.004865485
1176,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.13564997,0.026137177,0.109512793,0.192681039,RESIDUAL,0.229635258,-0.093985288,0.709581826,NATURAL,0.026137177,0.203498081,-0.093985288,0.080764888,0.628816938,0.290418174,0.995412194,0.002220533,0.107905073,0.000416662,0.574753664,-0.476931934,-0.005515402
1177,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.167938349,,,,RESIDUAL,,,,RESIDUAL,,,,,,,,,,,,,
1249,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.401702864,0.026140576,0.375562288,0.065074407,RESIDUAL,0.230304671,0.171398193,0.573320958,NATURAL,0.026140576,0.204164095,0.171398193,0.065074407,0.508246551,0.426679042,0.962308371,0.001609587,0.107919631,0.000425515,0.685871041,-0.344972964,-0.0060654
1252,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.257027285,0.026137172,0.230890113,0.101690263,RESIDUAL,0.229620573,0.027406712,0.893370417,NATURAL,0.026137172,0.203483401,0.027406712,0.101690263,0.791680155,0.106629583,0.995412211,0.002220533,0.107905055,0.000416662,0.574753717,-0.476931546,-0.005515401
1253,FALSE,Urban_expansion,Urban_expansion,100350000,99900000,450000,0.004484305,VALUE_408,450000,1,4,8,grassland,urban,0.135744209,0.026457849,0.10928636,0.194909595,RESIDUAL,0.229808278,-0.094064069,0.70956437,NATURAL,0.026457849,0.20335043,-0.094064069,0.081692213,0.627872157,0.29043563,1.018198156,0.002272029,0.108682714,0.000421188,0.572697399,-0.498480631,-0.005530994
1254,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.102338198,0.027578498,0.0747597,0.269483912,RESIDUAL,0.230447897,-0.128109699,0.642708171,NATURAL,0.027578498,0.202869399,-0.128109699,0.076915112,0.565793059,0.357291829,1.088140703,0.002438669,0.110755756,0.000434186,0.578249094,-0.574921858,-0.005552127
1256,FALSE,Urban_expansion,Urban_expansion,100350000,98370000,1980000,0.019730942,VALUE_308,630000,0.318181818,3,8,shrubland,urban,0.013390383,-0.036861769,0.050252153,0.423144412,RESIDUAL,0.173565555,-0.160175172,0.520061057,NATURAL,-0.036861769,0.210427325,-0.160175172,0.090466263,0.516431359,0.393102378,-4.698733674,0.007645048,0.06360207,-0.002464071,-2.046788508,-0.542757525,0.003123341
1331,TRUE,,No_transition,100260000,100260000,0,0,VALUE_102,0,,1,2,cropland,forest,0.092321027,0.027330104,0.064990923,0.296033362,RESIDUAL,0.230274066,-0.137953038,0.625358816,NATURAL,0.027330104,0.202943962,-0.137953038,0.074220783,0.551138032,0.374641184,1.080540549,0.002412922,0.11081063,0.000433572,0.567070707,-0.557440512,-0.005573678
1332,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.426743289,0.028448426,0.398294863,0.066664027,RESIDUAL,0.231069563,0.195673726,0.541472049,NATURAL,0.028448426,0.202621137,0.195673726,0.066664027,0.474808022,0.458527951,1.092965701,0.002497885,0.109148972,0.000430103,0.644690378,-0.637505313,-0.005404626
1406,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.064706881,0.025897501,0.03880938,0.400227931,RESIDUAL,0.230557514,-0.165850633,0.581616488,NATURAL,0.025897501,0.204660013,-0.165850633,0.065330396,0.516286092,0.418383512,1.324605869,0.001818988,0.083237808,0.000708341,0.672319667,-0.221156456,-0.003989886
1410,TRUE,,No_transition,98550000,98550000,0,0,VALUE_102,0,,1,2,cropland,forest,0.430654977,0.02620943,0.404445547,0.060859461,RESIDUAL,0.230347045,0.200307932,0.534876078,NATURAL,0.02620943,0.204137615,0.200307932,0.060859461,0.474016617,0.465123922,0.94605728,0.001343888,0.104367824,0.000465431,0.637656208,-0.371572819,-0.006083432
1488,TRUE,,No_transition,100440000,100440000,0,0,VALUE_102,0,,1,2,cropland,forest,0.436175442,0.028523452,0.40765199,0.065394448,RESIDUAL,0.232767561,0.203407881,0.533655816,NATURAL,0.028523452,0.204244109,0.203407881,0.065394448,0.468261367,0.466344184,1.43112343,0.002470604,0.080729997,0.000630157,1.042176247,-0.273519247,-0.003179182
1489,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.196451728,0.026947435,0.169504294,0.137170769,RESIDUAL,0.231396975,-0.034945247,0.868795692,NATURAL,0.026947435,0.204449541,-0.034945247,0.101175977,0.767619714,0.131204308,1.329624901,0.002370099,0.079468319,0.000564574,0.943005184,-0.298739178,-0.003199122
1584,TRUE,,No_transition,100440000,100440000,0,0,VALUE_102,0,,1,2,cropland,forest,0.168667424,0.028455315,0.140212108,0.168706646,RESIDUAL,0.232464294,-0.06379687,0.78466003,NATURAL,0.028455315,0.204008979,-0.06379687,0.096048078,0.688611952,0.21533997,1.505081478,0.003056176,0.077845188,0.000625524,1.042771551,-0.279905465,-0.002385302
1585,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.258571845,0.02663431,0.231937534,0.103005455,RESIDUAL,0.230951325,0.02762052,0.893180482,NATURAL,0.02663431,0.204317014,0.02762052,0.103005455,0.790175028,0.106819518,1.378333493,0.002958327,0.076044496,0.000536011,0.970398529,-0.308823634,-0.002364841
1596,FALSE,Ag_expansion,Ag_expansion,100350000,98820000,1530000,0.015246637,VALUE_301,900000,0.588235294,3,1,shrubland,cropland,0.031406487,0.01316298,0.018243508,0.419116585,RESIDUAL,0.21962111,-0.188214623,0.538503844,NATURAL,0.01316298,0.20645813,-0.188214623,0.0322752,0.506228645,0.461496156,0.038030773,0.001920191,0.056439418,5.73E-05,0.28080153,-0.477664378,-0.002046267
1599,FALSE,Other,Other,98370000,98190000,180000,0.001829826,VALUE_304,180000,1,3,4,shrubland,grassland,0.073250387,0.000512919,0.072737468,0.007002272,RESIDUAL,0.21177764,-0.138527254,0.604552332,NATURAL,0.000512919,0.211264721,-0.138527254,0.001464208,0.603088124,0.395447668,-0.713173685,0.003496497,0.037925686,-0.000124874,0.634931696,0.479913927,0.001336173
1686,FALSE,Urban_expansion,Urban_expansion,100350000,99450000,900000,0.00896861,VALUE_108,630000,0.7,1,8,cropland,urban,0.378901909,-0.009128291,0.3880302,0.022984,RESIDUAL,0.203408444,0.175493465,0.536836684,NATURAL,-0.009128291,0.212536735,0.175493465,0.022984,0.535143375,0.441872625,-0.379557782,-2.93E-05,-0.020962859,0.000165479,-0.874642414,-0.507758919,0.001659726
1705,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.129584064,0.027215027,0.102369037,0.21001832,RESIDUAL,0.23207815,-0.102494086,0.693656332,NATURAL,0.027215027,0.204863122,-0.102494086,0.081342755,0.612313577,0.306343668,1.529858742,0.002129606,0.050230688,0.000678168,1.034747058,-0.316249631,-0.00130621
1973,FALSE,Other,Other,98550000,98460000,90000,0.000913242,VALUE_710,90000,1,7,10,wetland,water_and_ice,0.045611602,0.015500247,0.030111355,0.33983123,RESIDUAL,0.222412641,-0.176801039,0.557126802,NATURAL,0.015500247,0.206912394,-0.176801039,0.038826943,0.518299859,0.442873198,1.265373734,0.001255326,0.003359893,0.000676739,0.204991072,-0.444753483,0.00119237
1975,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.196195892,0.028559215,0.167636677,0.145564796,RESIDUAL,0.226887698,-0.030691807,0.880845308,NATURAL,0.028559215,0.198328483,-0.030691807,0.110875339,0.769969969,0.119154692,0.562376731,0.007903593,0.124207976,0.000189581,0.44818381,-1.221900966,-0.001376617
2109,TRUE,,No_transition,100350000,100350000,0,0,VALUE_102,0,,1,2,cropland,forest,0.446598309,0.014097189,0.43250112,0.031565701,RESIDUAL,0.22254299,0.224055319,0.498306835,RESIDUAL,0.014097189,0.208445801,0.224055319,0.031565701,0.466741134,0.501693165,1.221255997,0.002040732,0.01267437,0.000431593,0.762422502,-0.033486539,0.001488774
2110,TRUE,,No_transition,100440000,100440000,0,0,VALUE_102,0,,1,2,cropland,forest,0.153221056,0.02716664,0.126054416,0.177303566,RESIDUAL,0.225509896,-0.07228884,0.757256055,NATURAL,0.02716664,0.198343256,-0.07228884,0.091224832,0.666031223,0.242743945,0.469327958,0.008232664,0.130405945,9.32E-05,0.37693987,-1.202002501,-0.001492192
